Timestamp,Quantity_MW
2025010100,159.0
2025010100,159.0
2025010100,159.0
2025010100,159.0
2025010101,159.0
2025010101,159.0
2025010101,159.0
2025010101,159.0
2025010102,159.0
2025010102,159.0
2025010102,159.0
2025010102,159.0
2025010103,159.0
2025010103,159.0
2025010103,159.0
2025010103,159.0
2025010104,159.0
2025010104,159.0
2025010104,159.0
2025010104,159.0
2025010105,159.0
2025010105,159.0
2025010105,159.0
2025010105,159.0
2025010106,159.0
2025010106,159.0
2025010106,159.0
2025010106,159.0
2025010107,159.0
2025010107,159.0
2025010107,159.0
2025010107,159.0
2025010108,159.0
2025010108,159.0
2025010108,159.0
2025010108,159.0
2025010109,149.0
2025010109,149.0
2025010109,149.0
2025010109,149.0
2025010110,123.0
2025010110,123.0
2025010110,123.0
2025010110,123.0
2025010111,150.0
2025010111,150.0
2025010111,150.0
2025010111,150.0
2025010112,159.0
2025010112,159.0
2025010112,159.0
2025010112,159.0
2025010113,159.0
2025010113,159.0
2025010113,159.0
2025010113,159.0
2025010114,159.0
2025010114,159.0
2025010114,159.0
2025010114,159.0
2025010115,159.0
2025010115,159.0
2025010115,159.0
2025010115,159.0
2025010116,159.0
2025010116,159.0
2025010116,159.0
2025010116,159.0
2025010117,159.0
2025010117,159.0
2025010117,159.0
2025010117,159.0
2025010118,159.0
2025010118,159.0
2025010118,159.0
2025010118,159.0
2025010119,159.0
2025010119,159.0
2025010119,159.0
2025010119,159.0
2025010120,159.0
2025010120,159.0
2025010120,159.0
2025010120,159.0
2025010121,159.0
2025010121,159.0
2025010121,159.0
2025010121,159.0
2025010122,159.0
2025010122,159.0
2025010122,159.0
2025010122,159.0
2025010123,159.0
2025010123,159.0
2025010123,159.0
2025010123,159.0
2025010200,159.0
2025010200,159.0
2025010200,159.0
2025010200,159.0
2025010201,159.0
2025010201,159.0
2025010201,159.0
2025010201,159.0
2025010202,158.0
2025010202,158.0
2025010202,158.0
2025010202,158.0
2025010203,153.0
2025010203,153.0
2025010203,153.0
2025010203,153.0
2025010204,159.0
2025010204,159.0
2025010204,159.0
2025010204,159.0
2025010205,159.0
2025010205,159.0
2025010205,159.0
2025010205,159.0
2025010206,137.0
2025010206,137.0
2025010206,137.0
2025010206,137.0
2025010207,100.0
2025010207,100.0
2025010207,100.0
2025010207,100.0
2025010208,77.0
2025010208,77.0
2025010208,77.0
2025010208,77.0
2025010209,73.0
2025010209,73.0
2025010209,73.0
2025010209,73.0
2025010210,84.0
2025010210,84.0
2025010210,84.0
2025010210,84.0
2025010211,108.0
2025010211,108.0
2025010211,108.0
2025010211,108.0
2025010212,127.0
2025010212,127.0
2025010212,127.0
2025010212,127.0
2025010213,156.0
2025010213,156.0
2025010213,156.0
2025010213,156.0
2025010214,159.0
